name,dist_ly,x,y,z,spect,temp,size,color,brightness,comp_val,comp_desc,stage,image,has_planets,planet_count,visible_from
Gliese GJ 1146,60.4,-59.21,10.0,6.46,k-m,3594,0.086,Orange,0.0011,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (40.4 ly away), Wolf 359 System (52.6 ly away), Gliese 581 System (53.5 ly away)"
Gliese GJ 3691,60.4,-54.94,1.69,25.03,m,3100,0.072,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (39.5 ly away), Gliese 581 System (53.1 ly away), Wolf 359 System (53.2 ly away)"
Gliese GJ 1163,60.4,-53.71,-10.34,25.63,dM4,3608,0.113,White,0.002,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (47.1 ly away), Gliese 581 System (49.9 ly away), Wolf 359 System (53.9 ly away)"
Gliese GJ 3750,60.4,-31.0,-6.63,51.41,DC8 :,12000,0.01,White,0.0002,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (46.3 ly away), Wolf 359 System (56.4 ly away), Gliese 581 System (57.7 ly away)"
Gliese GJ 3891,60.4,-23.82,-25.06,49.52,m,3100,0.128,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (54.2 ly away), Barnard's Star System (57.0 ly away), Wolf 359 System (58.0 ly away)"
Gliese GJ 4022,60.4,-3.43,-45.43,-39.65,M3,3100,0.186,Red,0.0029,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (38.0 ly away), Gliese 581 System (48.6 ly away), Proxima Centauri System (56.8 ly away)"
Gliese GJ 4134,60.4,18.09,-30.08,49.15,dK0,4892,0.689,White,0.2439,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Barnard's Star System (56.5 ly away), Gliese 876 System (59.0 ly away), Solar System (Earth/Sun) (60.4 ly away)"
Gliese GJ 4358,60.4,29.46,-2.56,52.67,M2,3691,0.221,Red,0.0082,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (58.5 ly away), Barnard's Star System (59.2 ly away), Tau Ceti System (59.6 ly away)"
Gliese GJ 4370,60.4,59.91,-2.16,7.33,m,3100,0.171,Red,0.0024,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (47.1 ly away), Tau Ceti System (51.2 ly away), Epsilon Eridani System (55.5 ly away)"
Gliese GJ 4386,60.4,43.4,-0.04,-42.01,M7,3594,0.122,Red,0.0022,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (48.3 ly away), Tau Ceti System (51.2 ly away), Epsilon Eridani System (55.5 ly away)"
Gliese Gl 509B,60.43,-49.27,-18.8,29.52,dK6,12000,0.044,White,0.0359,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 581 System (48.7 ly away), 55 Cancri System (52.2 ly away), Wolf 359 System (54.8 ly away)"
Wasat,60.47,-19.21,52.68,22.63,F0IV...,7022,2.337,Yellow-White,11.9124,1.4,Metal-rich,Subgiant,images/sun.jpg,FALSE,0,"55 Cancri System (27.5 ly away), Ross 128 System (49.5 ly away), Wolf 359 System (56.3 ly away)"
58Eta Ser,60.48,5.61,-60.14,-3.06,K0III-IV,4889,5.462,Orange,15.2897,1.4,Metal-rich,Red Giant,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (43.9 ly away), Gliese 581 System (48.5 ly away), Barnard's Star System (54.8 ly away)"
Gliese GJ 1186,60.51,-43.07,-40.74,12.14,m,3368,0.045,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (42.1 ly away), Gliese 667 System (52.1 ly away), Barnard's Star System (56.4 ly away)"
Gliese Gl 249,60.52,-9.14,39.96,44.53,K2,4247,0.52,Orange,0.0788,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (32.8 ly away), Ross 128 System (51.2 ly away), Wolf 359 System (57.7 ly away)"
Hipparcos 42881,60.52,-28.39,32.55,-42.4,M2V:,3899,0.282,Red,0.0165,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (56.9 ly away), Wolf 359 System (57.0 ly away), Proxima Centauri System (58.2 ly away)"
Gliese Gl 351B,60.52,-36.62,27.92,-39.28,F0 IV,6500,1.607,Yellow-White,4.1381,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Wolf 359 System (56.0 ly away), Ross 128 System (57.0 ly away), Proxima Centauri System (58.1 ly away)"
Gliese Gl 902.1,60.57,50.75,-4.47,-32.76,K1V,5275,0.762,Orange,0.4033,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (46.7 ly away), Tau Ceti System (51.0 ly away), Epsilon Eridani System (55.8 ly away)"
Gliese Gl 90,60.6,19.1,12.85,56.06,K2V,4943,0.888,Orange,0.4227,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (57.3 ly away), 55 Cancri System (58.4 ly away), Epsilon Eridani System (59.4 ly away)"
Gliese Gl 795B,60.6,38.73,-46.31,5.25,K8 V,4500,0.377,Orange,0.0522,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (49.5 ly away), Gliese 667 System (53.7 ly away), Barnard's Star System (56.3 ly away)"
Gliese Gl 576,60.62,-41.74,-43.56,5.96,K5,4121,0.369,Orange,0.0352,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (41.2 ly away), Gliese 667 System (49.7 ly away), Barnard's Star System (56.4 ly away)"
Gliese Gl 651,60.62,-10.23,-39.99,44.4,G8V,5508,0.849,Yellow,0.5948,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (53.2 ly away), Barnard's Star System (55.8 ly away), Solar System (Earth/Sun) (60.6 ly away)"
Gliese Gl 499B,60.65,-54.37,-16.17,21.46,G2V,5700,0.019,Yellow,0.0003,1.0,Solar metallicity,Main Sequence,images/sun.jpg,TRUE,1,"Gliese 581 System (48.0 ly away), 55 Cancri System (51.8 ly away), Wolf 359 System (54.4 ly away)"
Gliese Gl 765B,60.65,15.85,-35.42,46.61,G2V,5700,0.045,Yellow,0.0019,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Barnard's Star System (56.3 ly away), Gliese 876 System (59.3 ly away), Gliese 581 System (60.5 ly away)"
Gliese Gl 912,60.66,60.3,-1.14,-6.49,G2V,3847,0.232,Yellow,0.0105,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (46.3 ly away), Tau Ceti System (50.5 ly away), Epsilon Eridani System (55.1 ly away)"
Gliese Gl 715,60.71,7.89,-60.17,-1.93,K3V,4572,0.684,Orange,0.1835,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (44.7 ly away), Gliese 581 System (49.4 ly away), Barnard's Star System (55.1 ly away)"
Gliese Gl 355,60.74,-47.65,35.77,-11.78,K0,4910,0.657,Orange,0.2249,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (40.0 ly away), Ross 128 System (53.4 ly away), Wolf 359 System (53.9 ly away)"
Gliese GJ 1070,60.74,19.47,42.99,38.24,k-m,3503,0.042,Orange,0.0002,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (50.7 ly away), Ross 128 System (53.2 ly away), Epsilon Eridani System (54.6 ly away)"
2Eta CrB,60.74,-33.15,-40.64,30.63,G2 V,5700,1.148,Yellow,1.2474,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (46.5 ly away), Barnard's Star System (56.2 ly away), Gliese 667 System (57.4 ly away)"
Gliese GJ 4294,60.74,57.25,-19.04,-7.04,m,3356,0.033,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (45.6 ly away), Tau Ceti System (52.9 ly away), Epsilon Eridani System (58.2 ly away)"
Gliese Gl 836.9A,60.76,27.12,-17.85,-51.36,K7V,4082,0.614,Orange,0.0938,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (48.9 ly away), Gliese 876 System (51.2 ly away), Tau Ceti System (55.8 ly away)"
Gliese GJ 4273,60.79,22.9,-10.47,-55.33,M5,3577,0.172,Red,0.0043,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (50.4 ly away), Gliese 876 System (52.7 ly away), Tau Ceti System (55.8 ly away)"
Gliese GJ 3420,60.85,-13.55,49.81,32.21,DC9,4841,0.012,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (29.3 ly away), Ross 128 System (50.2 ly away), Epsilon Eridani System (57.1 ly away)"
Gliese Gl 773A,60.92,29.13,-51.84,-13.26,K4V,4090,0.483,Orange,0.0585,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (46.6 ly away), Gliese 876 System (50.8 ly away), Barnard's Star System (56.5 ly away)"
Gliese GJ 4353,60.92,45.41,-4.31,-40.38,M3,3718,0.172,Red,0.005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (48.1 ly away), Tau Ceti System (51.9 ly away), Epsilon Eridani System (56.5 ly away)"
Gliese Gl 36,60.95,54.72,11.99,-24.02,G8/K0V,5376,0.749,Yellow,0.42,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (48.1 ly away), Tau Ceti System (49.5 ly away), Epsilon Eridani System (53.5 ly away)"
Hipparcos 54373,60.95,-56.02,13.07,-20.14,K5,3902,0.321,Orange,0.0214,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (52.1 ly away), Wolf 359 System (54.1 ly away), Gliese 581 System (54.5 ly away)"
Gliese GJ 1003,60.96,53.17,1.73,29.78,m,3809,0.059,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (51.8 ly away), Tau Ceti System (54.2 ly away), Epsilon Eridani System (56.9 ly away)"
Gliese Gl 610,61.03,-27.36,-50.22,-21.32,K3/K4V,4642,0.9,Orange,0.3376,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (40.8 ly away), Gliese 581 System (42.1 ly away), Barnard's Star System (56.9 ly away)"
Gliese GJ 1212,61.07,-12.13,-59.18,-8.94,M1V:,3723,0.168,Red,0.0048,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (42.0 ly away), Gliese 581 System (44.3 ly away), Barnard's Star System (55.7 ly away)"
Gliese GJ 9490C,61.08,-43.7,-37.47,20.39,K5,4051,0.343,Orange,0.0284,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (44.4 ly away), Gliese 667 System (55.8 ly away), Barnard's Star System (57.1 ly away)"
Gliese Gl 825.4B,61.08,41.89,-35.22,-27.11,dG6,12000,0.049,White,0.0441,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (47.7 ly away), Gliese 667 System (50.3 ly away), Tau Ceti System (56.4 ly away)"
Gliese Gl 818.1B,61.1,13.01,-11.98,-58.49,G2V,5700,0.943,Yellow,0.8418,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (48.7 ly away), Gliese 876 System (55.3 ly away), Proxima Centauri System (57.7 ly away)"
Gliese Gl 818.1C,61.1,13.01,-11.98,-58.49,G2V,5700,0.036,Yellow,0.0012,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (48.7 ly away), Gliese 876 System (55.3 ly away), Proxima Centauri System (57.7 ly away)"
Gliese Gl 41,61.14,28.74,6.78,53.53,F8V,6213,1.659,Yellow-White,3.6779,1.0,Solar metallicity,Main Sequence,images/sun.jpg,TRUE,2,"Ross 128 System (59.6 ly away), Epsilon Eridani System (59.7 ly away), Tau Ceti System (59.7 ly away)"
6 Cet,61.15,58.86,2.9,-16.31,F5V,6448,1.478,Yellow-White,3.3884,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (46.9 ly away), Tau Ceti System (50.3 ly away), Epsilon Eridani System (54.9 ly away)"
Gliese Gl 161,61.16,9.9,18.94,57.3,G5,4861,0.713,Yellow,0.2547,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (51.7 ly away), Ross 128 System (56.2 ly away), Epsilon Eridani System (60.1 ly away)"
Gliese GJ 1023B,61.19,21.27,5.14,57.15,G2V,5815,0.144,Yellow,0.0212,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Ross 128 System (59.3 ly away), Barnard's Star System (60.7 ly away), Epsilon Eridani System (60.9 ly away)"
Hipparcos 25775,61.25,5.83,44.64,-41.54,M0V,4046,0.407,Red,0.0397,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (53.9 ly away), Tau Ceti System (55.3 ly away), Ross 128 System (57.6 ly away)"
Gliese GJ 1249,61.28,24.92,-41.0,38.13,G5IV,5764,1.024,Yellow,1.0375,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Barnard's Star System (56.7 ly away), Gliese 876 System (56.8 ly away), Solar System (Earth/Sun) (61.3 ly away)"
Hipparcos 49971,61.3,-36.67,18.66,45.44,G2V,5700,0.058,Yellow,0.0032,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (30.0 ly away), Ross 128 System (54.3 ly away), Wolf 359 System (55.7 ly away)"
Gliese GJ 3913,61.31,-33.42,-45.9,23.12,k-m,3779,0.119,Orange,0.0026,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (44.9 ly away), Gliese 667 System (54.5 ly away), Barnard's Star System (56.5 ly away)"
Gliese Gl 499A,61.33,-54.98,-16.35,21.71,M0,4139,0.443,Red,0.0516,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Gliese 581 System (48.6 ly away), 55 Cancri System (52.3 ly away), Wolf 359 System (55.1 ly away)"
Psi Vel,61.37,-37.12,28.31,-39.83,F2IV,7039,2.254,Yellow-White,11.1892,1.4,Metal-rich,Subgiant,images/sun.jpg,FALSE,0,"Wolf 359 System (56.8 ly away), Ross 128 System (57.8 ly away), Proxima Centauri System (58.9 ly away)"
Gliese Gl 509A,61.39,-50.05,-19.1,29.98,K5,4084,0.589,Orange,0.0865,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (49.6 ly away), 55 Cancri System (53.0 ly away), Wolf 359 System (55.7 ly away)"
Gliese Gl 159,61.42,30.1,53.54,-0.29,F5V,6317,1.235,Yellow-White,2.1777,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (51.2 ly away), Tau Ceti System (52.5 ly away), Ross 128 System (55.1 ly away)"
Gliese Gl 755,61.42,17.52,-47.18,-35.22,G1/G2V,5860,0.864,Yellow,0.7907,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (41.9 ly away), Gliese 876 System (53.3 ly away), Gliese 581 System (54.7 ly away)"
Gliese Gl 204.2,61.42,8.04,60.78,-3.69,M3.5,3749,0.165,Red,0.0048,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (52.6 ly away), Ross 128 System (52.6 ly away), 55 Cancri System (52.7 ly away)"
Gliese Gl 741,61.42,16.28,-57.45,-14.41,M4  :,3705,0.046,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (43.8 ly away), Gliese 581 System (52.6 ly away), Gliese 876 System (54.3 ly away)"
Gliese GJ 3488,61.43,-33.17,49.83,13.84,K5,4336,0.545,Orange,0.0942,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (26.1 ly away), Ross 128 System (50.9 ly away), Wolf 359 System (55.7 ly away)"
Gliese GJ 4008,61.52,-7.56,-55.76,-24.86,K5V,4172,0.404,Orange,0.0444,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (39.5 ly away), Gliese 581 System (46.4 ly away), Barnard's Star System (57.0 ly away)"
Gliese GJ 3033,61.54,52.97,5.7,30.81,m,3555,0.058,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (52.9 ly away), Tau Ceti System (54.6 ly away), Epsilon Eridani System (57.0 ly away)"
Gliese GJ 3034,61.54,56.35,6.26,23.93,m,3100,0.084,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (51.5 ly away), Tau Ceti System (53.5 ly away), Epsilon Eridani System (56.4 ly away)"
Gliese GJ 3047,61.54,51.7,9.33,32.05,m,3100,0.105,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (53.6 ly away), Tau Ceti System (54.6 ly away), Epsilon Eridani System (56.7 ly away)"
Gliese GJ 3190,61.54,35.05,34.8,36.7,M3.5,3764,0.102,Red,0.0019,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (54.9 ly away), Tau Ceti System (55.7 ly away), Ross 128 System (56.6 ly away)"
Gliese GJ 3313,61.54,19.21,58.42,2.32,k,3824,0.217,Orange,0.009,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Epsilon Eridani System (52.0 ly away), Ross 128 System (53.5 ly away), Tau Ceti System (54.4 ly away)"
Gliese GJ 1082,61.54,4.75,45.84,40.78,DA7,7337,0.012,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (41.3 ly away), Ross 128 System (52.5 ly away), Epsilon Eridani System (56.7 ly away)"
Gliese GJ 3413,61.54,-13.28,56.91,19.3,m,3100,0.141,Red,0.0017,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"55 Cancri System (32.9 ly away), Ross 128 System (50.6 ly away), Epsilon Eridani System (56.4 ly away)"
Gliese Gl 296,61.54,-23.56,40.8,-39.59,K7 V,4051,0.419,Orange,0.0424,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (56.7 ly away), Epsilon Eridani System (58.1 ly away), Wolf 359 System (58.3 ly away)"
Gliese GJ 3682,61.54,-55.49,4.03,26.3,m,3100,0.105,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (38.8 ly away), Wolf 359 System (54.4 ly away), Gliese 581 System (55.0 ly away)"
Gliese GJ 3796,61.54,-55.85,-25.72,-2.43,M3,3677,0.164,Red,0.0044,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (44.1 ly away), Gliese 667 System (54.1 ly away), Wolf 359 System (55.9 ly away)"
Gliese GJ 3816,61.54,-47.46,-26.4,-28.95,m,3100,0.053,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (44.7 ly away), Gliese 667 System (47.6 ly away), Wolf 359 System (57.5 ly away)"
Gliese GJ 1202,61.54,-22.08,-54.36,18.57,k-m,3691,0.12,Orange,0.0024,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (45.4 ly away), Gliese 667 System (51.5 ly away), Barnard's Star System (56.0 ly away)"
Gliese GJ 4002,61.54,-10.56,-57.52,19.17,m,3100,0.152,Red,0.0019,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (47.6 ly away), Gliese 667 System (51.2 ly away), Barnard's Star System (55.7 ly away)"
Gliese GJ 4005,61.54,-9.52,-60.62,-4.69,M2,3779,0.15,Red,0.0041,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (43.6 ly away), Gliese 581 System (45.4 ly away), Barnard's Star System (56.0 ly away)"
Gliese GJ 4007,61.54,-7.92,-55.13,-26.16,M3.5,3100,0.131,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (39.3 ly away), Gliese 581 System (46.4 ly away), Barnard's Star System (57.1 ly away)"
Gliese GJ 4036,61.54,-0.53,-45.73,-41.17,M3,3779,0.22,Red,0.0089,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (39.4 ly away), Gliese 581 System (50.5 ly away), Gliese 876 System (57.8 ly away)"
Gliese GJ 2139,61.54,11.25,-59.33,-11.9,DA5,8571,0.012,White,0.0007,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 667 System (43.5 ly away), Gliese 581 System (51.0 ly away), Gliese 876 System (55.8 ly away)"
Gliese GJ 4197,61.54,44.91,-34.99,-23.36,M4,3705,0.155,Red,0.0041,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (47.7 ly away), Gliese 667 System (52.1 ly away), Tau Ceti System (56.6 ly away)"
Gliese GJ 4222,61.54,23.44,-15.0,-54.89,m+,3100,0.193,Red,0.0031,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Gliese 667 System (49.8 ly away), Gliese 876 System (53.0 ly away), Tau Ceti System (56.9 ly away)"
Gliese GJ 4257,61.54,54.08,-29.13,3.67,M4,3649,0.084,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (47.6 ly away), Tau Ceti System (56.0 ly away), Barnard's Star System (59.1 ly away)"
Gliese GJ 4362,61.54,54.44,-2.71,-28.57,M3.5:,3100,0.203,Red,0.0034,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Gliese 876 System (47.3 ly away), Tau Ceti System (51.5 ly away), Epsilon Eridani System (56.3 ly away)"
Hipparcos 46637,61.55,-48.09,36.7,11.32,G5,4983,0.439,Yellow,0.1066,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (27.3 ly away), Ross 128 System (52.7 ly away), Wolf 359 System (54.4 ly away)"
Gliese Gl 106,61.59,43.94,37.98,20.49,K5,4572,0.636,Orange,0.1585,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (52.8 ly away), Epsilon Eridani System (52.9 ly away), Gliese 876 System (57.1 ly away)"
Hipparcos 72146,61.63,-44.92,-39.53,14.75,K0,4915,0.65,Orange,0.2212,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (43.7 ly away), Gliese 667 System (54.3 ly away), Barnard's Star System (57.6 ly away)"
Gliese Gl 583,61.63,-39.05,-47.4,-5.13,K7V,4104,0.448,Orange,0.0511,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (41.4 ly away), Gliese 667 System (46.7 ly away), Barnard's Star System (57.4 ly away)"
Gliese Gl 773B,61.63,29.48,-52.43,-13.41,m,3100,0.052,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (47.3 ly away), Gliese 876 System (51.5 ly away), Barnard's Star System (57.2 ly away)"
Gliese Gl 100B,61.66,46.12,35.08,-21.07,G2V,5700,0.095,Yellow,0.0086,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (50.0 ly away), Epsilon Eridani System (51.8 ly away), Gliese 876 System (53.5 ly away)"
Gliese Gl 100C,61.66,46.18,34.97,-21.13,M3,3635,0.12,Red,0.0023,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (50.0 ly away), Epsilon Eridani System (51.8 ly away), Gliese 876 System (53.5 ly away)"
Gliese GJ 3987,61.74,-15.16,-59.49,-6.53,M2,4237,0.221,Red,0.0141,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (43.3 ly away), Gliese 581 System (44.3 ly away), Barnard's Star System (56.3 ly away)"
Gliese GJ 3508,61.84,-37.8,46.21,16.14,K:,3701,0.188,Orange,0.006,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (24.6 ly away), Ross 128 System (51.6 ly away), Wolf 359 System (55.6 ly away)"
Gliese Gl 775.1,61.88,30.38,-51.28,16.63,G7V,5554,0.712,Yellow,0.4329,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (53.8 ly away), Gliese 667 System (55.7 ly away), Barnard's Star System (56.8 ly away)"
Gliese Gl 477,61.92,-42.53,-6.73,-44.5,M1,3821,0.245,Red,0.0115,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (51.6 ly away), Gliese 581 System (51.9 ly away), Proxima Centauri System (58.1 ly away)"
Gliese Gl 541.2,62.01,-35.92,-24.55,44.18,M0,3965,0.345,Red,0.0264,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (53.0 ly away), 55 Cancri System (57.5 ly away), Wolf 359 System (58.2 ly away)"
Gliese GJ 1273,62.01,54.54,-17.43,23.84,DA5,8241,0.012,White,0.0006,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (50.6 ly away), Tau Ceti System (56.5 ly away), Barnard's Star System (60.2 ly away)"
Gliese Gl 900,62.05,61.66,-6.75,1.74,M0,4070,0.432,Red,0.046,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (47.8 ly away), Tau Ceti System (52.9 ly away), Epsilon Eridani System (57.6 ly away)"
Gliese Gl 836.9B,62.05,27.7,-18.23,-52.45,K7 V,4500,0.352,Orange,0.0456,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (50.2 ly away), Gliese 876 System (52.4 ly away), Tau Ceti System (57.1 ly away)"
