name,dist_ly,x,y,z,spect,temp,size,color,brightness,comp_val,comp_desc,stage,image,has_planets,planet_count,visible_from
Gliese GJ 1243,38.87,12.48,-23.68,28.19,m,3594,0.078,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (34.6 ly away), Gliese 876 System (37.4 ly away), Solar System (Earth/Sun) (38.9 ly away)"
Gliese Gl 414B,38.9,-32.77,7.11,19.71,M2 V,3764,0.265,Red,0.0126,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (20.6 ly away), Wolf 359 System (31.9 ly away), Ross 128 System (33.7 ly away)"
Gliese Gl 96,38.94,21.25,15.19,28.89,M2,3845,0.332,Red,0.0216,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (34.8 ly away), Tau Ceti System (35.5 ly away), Ross 128 System (35.8 ly away)"
Gliese Gl 403,38.97,-36.16,11.04,9.43,dM3,3581,0.085,White,0.0011,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (21.3 ly away), Wolf 359 System (31.2 ly away), Ross 128 System (33.3 ly away)"
Gliese GJ 1223,39.06,0.37,-30.98,23.79,m,3428,0.034,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (33.5 ly away), Barnard's Star System (33.7 ly away), Solar System (Earth/Sun) (39.1 ly away)"
Gliese Gl 277B,39.08,-12.31,29.02,23.1,M4,3695,0.118,Red,0.0023,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (13.0 ly away), Ross 128 System (28.8 ly away), Wolf 359 System (35.2 ly away)"
Gliese Gl 842,39.09,17.04,-9.88,-33.77,M2,3825,0.288,Red,0.0159,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (30.3 ly away), Gliese 876 System (30.7 ly away), Tau Ceti System (34.6 ly away)"
Gliese GJ 1179A,39.11,-31.91,-16.3,15.66,dM4  :,3211,0.031,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 581 System (26.4 ly away), Wolf 359 System (34.0 ly away), Barnard's Star System (36.4 ly away)"
Gliese GJ 1179B,39.11,-31.93,-16.28,15.64,DC9,4515,0.014,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 581 System (26.4 ly away), Wolf 359 System (34.0 ly away), Barnard's Star System (36.4 ly away)"
Hipparcos 50636,39.14,-32.53,15.08,-15.7,K1III,5678,0.086,Orange,0.0069,1.0,Solar metallicity,Red Giant,images/orange_dwarf.jpg,FALSE,0,"Wolf 359 System (32.8 ly away), Ross 128 System (35.2 ly away), Proxima Centauri System (37.2 ly away)"
Gliese GJ 3992,39.15,-6.43,-29.98,24.34,G2V,5700,0.057,Yellow,0.003,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (31.4 ly away), Barnard's Star System (33.9 ly away), Solar System (Earth/Sun) (39.1 ly away)"
Gliese GJ 1140,39.15,-37.39,10.44,-5.13,DA6,7337,0.01,White,0.0002,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (31.6 ly away), Wolf 359 System (31.7 ly away), Ross 128 System (35.0 ly away)"
Zet1Ret,39.16,11.73,13.7,-34.76,G2V,5812,0.868,Yellow,0.7705,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (32.7 ly away), Epsilon Eridani System (33.9 ly away), Gliese 876 System (35.9 ly away)"
Hipparcos 115064,39.2,34.94,-6.42,-16.56,G2V,5700,0.056,Yellow,0.003,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (24.5 ly away), Tau Ceti System (30.3 ly away), Epsilon Eridani System (35.5 ly away)"
Zet2Ret,39.24,11.75,13.79,-34.81,G1V,5968,0.943,Yellow,1.0111,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (32.8 ly away), Epsilon Eridani System (34.0 ly away), Gliese 876 System (36.0 ly away)"
Gliese Gl 268.3,39.25,-11.42,33.01,17.91,G2V,3764,0.181,Yellow,0.0059,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (14.7 ly away), Ross 128 System (28.4 ly away), Wolf 359 System (35.5 ly away)"
Gliese Gl 669B,39.29,-6.12,-34.62,17.53,dM5  e,3594,0.074,White,0.0008,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 581 System (28.8 ly away), Barnard's Star System (33.6 ly away), Gliese 667 System (34.8 ly away)"
Gliese GJ 3331A,39.3,8.4,35.56,-14.45,M2,3764,0.232,Red,0.0097,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (30.2 ly away), Tau Ceti System (32.6 ly away), Ross 128 System (33.4 ly away)"
Gliese GJ 3332B,39.3,8.4,35.56,-14.45,M3:,3779,0.122,Red,0.0027,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (30.2 ly away), Tau Ceti System (32.6 ly away), Ross 128 System (33.4 ly away)"
Gliese GJ 2092,39.3,-15.75,-1.84,-35.97,DA/F,6880,0.013,White,0.0003,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 667 System (30.9 ly away), Proxima Centauri System (35.3 ly away), Gliese 581 System (36.0 ly away)"
Gliese GJ 3727A,39.3,-38.31,-4.85,-7.27,M2,3779,0.169,Red,0.0052,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (27.8 ly away), Wolf 359 System (32.7 ly away), Proxima Centauri System (37.1 ly away)"
Gliese GJ 3728B,39.3,-38.31,-4.85,-7.27,g,5700,0.073,Yellow,0.005,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (27.8 ly away), Wolf 359 System (32.7 ly away), Proxima Centauri System (37.1 ly away)"
Gliese GJ 1053,39.34,7.39,8.14,37.78,sdM6,3404,0.038,Yellow,0.0002,0.5,Metal-poor,Subdwarf,images/sun.jpg,FALSE,0,"Ross 128 System (36.1 ly away), Solar System (Earth/Sun) (39.3 ly away), Epsilon Eridani System (39.5 ly away)"
Gliese Gl 180,39.52,10.72,36.08,-12.06,M3,3724,0.18,Red,0.0056,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (30.0 ly away), Tau Ceti System (32.3 ly away), Ross 128 System (33.5 ly away)"
Zet TrA,39.52,-5.23,-12.4,-37.16,F9V,6150,1.045,Yellow-White,1.4022,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (24.9 ly away), Proxima Centauri System (35.4 ly away), Gliese 581 System (35.4 ly away)"
27Lam Ser,39.54,-21.58,-32.74,5.06,G0Vvar,5952,1.393,Yellow,2.1837,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (20.9 ly away), Gliese 667 System (29.5 ly away), Barnard's Star System (34.6 ly away)"
Gliese Gl 798,39.63,15.62,-18.24,-31.52,K7V,4079,0.39,Orange,0.0378,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (26.5 ly away), Gliese 876 System (31.1 ly away), Proxima Centauri System (36.7 ly away)"
Gliese Gl 359,39.68,-30.23,20.96,14.88,M4,3416,0.046,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (8.8 ly away), Ross 128 System (31.2 ly away), Wolf 359 System (32.7 ly away)"
85 Peg,39.69,35.34,0.33,18.07,G3V,5636,0.826,Yellow,0.6172,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (30.7 ly away), Tau Ceti System (33.2 ly away), Epsilon Eridani System (36.1 ly away)"
Gliese Gl 821,39.69,28.39,-26.18,-9.13,M3,3809,0.175,Red,0.0058,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (26.7 ly away), Gliese 667 System (32.9 ly away), Tau Ceti System (36.5 ly away)"
Hipparcos 7765,39.78,34.79,16.21,10.47,K0,4500,0.345,Orange,0.0437,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (30.2 ly away), Epsilon Eridani System (32.1 ly away), Gliese 876 System (32.3 ly away)"
Gliese GJ 3518,39.78,-25.19,26.24,-16.1,m,3100,0.063,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (33.5 ly away), Wolf 359 System (34.5 ly away), 55 Cancri System (35.2 ly away)"
Gliese GJ 3533,39.78,-26.84,25.24,-14.99,k-m,4500,0.026,Orange,0.0002,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (33.5 ly away), Wolf 359 System (34.1 ly away), 55 Cancri System (34.2 ly away)"
Gliese GJ 3647,39.78,-32.43,6.91,21.97,dM4,12000,0.01,White,0.0014,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (20.8 ly away), Wolf 359 System (33.0 ly away), Ross 128 System (34.6 ly away)"
Gliese GJ 3800,39.78,-34.5,-16.48,-10.97,m,3100,0.079,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (23.1 ly away), Gliese 667 System (31.3 ly away), Wolf 359 System (34.9 ly away)"
Gliese Gl 309,39.82,-21.0,26.68,-20.81,K0V,5342,0.706,Orange,0.3641,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (34.3 ly away), Wolf 359 System (35.5 ly away), Epsilon Eridani System (38.0 ly away)"
Gliese GJ 1288,39.82,34.1,-2.55,20.4,m,3428,0.043,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (31.4 ly away), Tau Ceti System (34.4 ly away), Epsilon Eridani System (37.2 ly away)"
Gliese GJ 1263,39.87,33.32,-21.91,-0.12,M3.5,3635,0.085,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (26.3 ly away), Tau Ceti System (35.6 ly away), Barnard's Star System (37.2 ly away)"
Gliese Gl 82,39.95,18.09,10.38,34.07,M4Ve,3734,0.099,Red,0.0017,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (37.4 ly away), Epsilon Eridani System (37.8 ly away), Tau Ceti System (38.5 ly away)"
Gliese Gl 590,39.97,-18.47,-25.56,-24.55,M4,3649,0.079,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (20.4 ly away), Gliese 581 System (24.7 ly away), Proxima Centauri System (36.1 ly away)"
Gliese Gl 211,40.04,1.94,23.75,32.18,K1V,5163,0.822,Orange,0.4309,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (29.3 ly away), Ross 128 System (32.3 ly away), Epsilon Eridani System (37.5 ly away)"
Gliese Gl 737A,40.07,5.56,-21.71,-33.21,M2V,3897,0.426,Red,0.0376,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (22.3 ly away), Gliese 876 System (35.3 ly away), Gliese 581 System (36.2 ly away)"
Gliese Gl 64,40.07,36.32,16.55,-3.49,DA7,7158,0.02,White,0.001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Tau Ceti System (28.5 ly away), Gliese 876 System (30.4 ly away), Epsilon Eridani System (31.3 ly away)"
Gliese Gl 179,40.08,11.63,38.09,4.52,M4,3663,0.117,Red,0.0022,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (30.9 ly away), Ross 128 System (32.0 ly away), Tau Ceti System (34.0 ly away)"
Gliese GJ 1097,40.08,-15.11,37.05,-2.31,G2V,3815,0.134,Yellow,0.0034,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (25.8 ly away), Ross 128 System (30.1 ly away), Epsilon Eridani System (35.8 ly away)"
Gliese Gl 360,40.08,-11.3,7.72,37.67,M3,3850,0.2,Red,0.0079,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (29.0 ly away), Ross 128 System (35.2 ly away), Wolf 359 System (37.3 ly away)"
Gliese Gl 192,40.09,7.74,36.95,13.49,M5,3720,0.19,Red,0.0062,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (30.9 ly away), Epsilon Eridani System (32.5 ly away), 55 Cancri System (34.3 ly away)"
Gliese Gl 806,40.18,18.9,-21.54,28.16,M3,3807,0.184,Red,0.0064,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (36.4 ly away), Gliese 876 System (36.6 ly away), Solar System (Earth/Sun) (40.2 ly away)"
Gliese Gl 381,40.23,-35.81,18.23,-1.88,M0,3697,0.209,Red,0.0073,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (25.1 ly away), Wolf 359 System (32.7 ly away), Ross 128 System (33.9 ly away)"
Copernicus,40.25,-24.23,25.85,19.1,G8V,5081,0.957,Yellow,0.548,1.0,Solar metallicity,Main Sequence,images/sun.jpg,TRUE,5,"55 Cancri System (Home Star), Ross 128 System (30.5 ly away), Wolf 359 System (34.3 ly away)"
Gliese Gl 390,40.27,-36.28,15.93,-7.15,M0,3856,0.241,Red,0.0116,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (30.5 ly away), Wolf 359 System (33.0 ly away), Ross 128 System (35.0 ly away)"
Gliese GJ 3052,40.27,39.01,7.64,6.39,m,3100,0.07,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (29.3 ly away), Tau Ceti System (30.4 ly away), Epsilon Eridani System (33.8 ly away)"
Gliese GJ 3263,40.27,17.3,32.31,-16.69,M3.5,3100,0.133,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (30.4 ly away), Tau Ceti System (31.2 ly away), Ross 128 System (36.5 ly away)"
Gliese GJ 3285,40.27,15.71,36.09,8.51,DC8,12000,0.01,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,TRUE,2,"Epsilon Eridani System (31.1 ly away), Ross 128 System (32.8 ly away), Tau Ceti System (33.7 ly away)"
Gliese GJ 3333,40.27,8.65,37.31,12.43,k,3568,0.133,Orange,0.0026,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (31.3 ly away), Epsilon Eridani System (32.4 ly away), 55 Cancri System (35.5 ly away)"
Gliese GJ 3567,40.27,-16.76,10.88,34.96,M2,3594,0.085,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (23.1 ly away), Ross 128 System (34.3 ly away), Wolf 359 System (36.3 ly away)"
Gliese GJ 4004,40.27,-0.92,-6.81,-39.68,m,3100,0.152,Red,0.0019,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (29.1 ly away), Proxima Centauri System (36.4 ly away), Gliese 876 System (39.0 ly away)"
Gliese GJ 4098,40.27,10.02,-32.53,21.5,m,3100,0.175,Red,0.0025,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (34.9 ly away), Gliese 581 System (37.5 ly away), Gliese 876 System (38.2 ly away)"
Gliese GJ 4201,40.27,29.28,-21.99,16.74,m,3100,0.118,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (31.0 ly away), Barnard's Star System (36.9 ly away), Tau Ceti System (38.6 ly away)"
Gliese GJ 4350,40.27,32.21,-3.26,-23.94,M4,3622,0.053,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (27.1 ly away), Tau Ceti System (31.2 ly away), Epsilon Eridani System (36.1 ly away)"
Gliese Gl 46,40.29,34.47,8.99,-18.83,G2V,3708,0.124,Yellow,0.0026,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (28.5 ly away), Tau Ceti System (29.0 ly away), Epsilon Eridani System (33.1 ly away)"
Bet TrA,40.37,-9.36,-15.44,-36.11,F2III,7368,1.93,Yellow-White,9.8446,1.0,Solar metallicity,Red Giant,images/sun.jpg,FALSE,0,"Gliese 667 System (24.0 ly away), Gliese 581 System (33.6 ly away), Proxima Centauri System (36.2 ly away)"
Gliese Gl 671,40.38,-5.25,-29.68,26.87,M4,3705,0.15,Red,0.0038,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (33.8 ly away), Barnard's Star System (35.3 ly away), Solar System (Earth/Sun) (40.4 ly away)"
Gliese GJ 3356,40.42,4.3,39.0,9.7,M3.5,3663,0.125,Red,0.0025,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (30.7 ly away), Epsilon Eridani System (32.8 ly away), 55 Cancri System (32.8 ly away)"
Gliese Gl 435,40.45,-28.8,2.39,-28.3,K5V,4594,0.511,Orange,0.1044,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (34.9 ly away), Wolf 359 System (36.2 ly away), Gliese 667 System (36.2 ly away)"
Gliese Gl 212,40.57,1.94,24.06,32.61,M1,3835,0.292,Red,0.0165,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (29.5 ly away), Ross 128 System (32.9 ly away), Epsilon Eridani System (38.0 ly away)"
Hipparcos 84051,40.68,-5.25,-24.19,-32.28,G2V,3859,0.255,Yellow,0.0129,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (20.2 ly away), Gliese 581 System (31.8 ly away), Proxima Centauri System (36.7 ly away)"
Gliese GJ 1101,40.72,-2.28,4.1,40.45,m,3541,0.075,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (37.5 ly away), 55 Cancri System (37.6 ly away), Wolf 359 System (39.9 ly away)"
Gliese Gl 843,40.72,33.41,-18.9,-13.58,M3,3663,0.114,Red,0.0021,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (26.1 ly away), Tau Ceti System (34.8 ly away), Gliese 667 System (36.7 ly away)"
Gliese Gl 142,40.75,23.62,30.2,-13.81,K5V,4056,0.497,Orange,0.0599,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (30.4 ly away), Epsilon Eridani System (30.5 ly away), Gliese 876 System (37.1 ly away)"
Gliese Gl 302,40.75,-22.58,32.73,-8.91,K0V,5423,0.854,Orange,0.5665,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (28.9 ly away), Ross 128 System (32.2 ly away), Wolf 359 System (35.5 ly away)"
Gliese GJ 1068,40.77,11.13,21.48,-32.82,pec,3244,0.071,Yellow,0.0005,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (33.8 ly away), Epsilon Eridani System (34.1 ly away), Gliese 876 System (38.9 ly away)"
Gliese GJ 3466A,40.77,-17.08,31.16,-19.98,M4,3100,0.085,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (34.4 ly away), Wolf 359 System (37.1 ly away), Epsilon Eridani System (37.4 ly away)"
Gliese GJ 3543,40.77,-29.2,25.3,-13.02,M2,3720,0.199,Red,0.0068,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (32.5 ly away), Ross 128 System (34.2 ly away), Wolf 359 System (34.7 ly away)"
44 Boo,40.79,-19.11,-19.75,30.15,G2V + G2V,5789,1.258,Yellow,1.5937,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (33.7 ly away), Barnard's Star System (37.1 ly away), Wolf 359 System (38.3 ly away)"
Gliese GJ 3028,40.82,34.06,3.05,22.28,M6,3190,0.024,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (33.6 ly away), Tau Ceti System (35.0 ly away), Epsilon Eridani System (37.2 ly away)"
Gliese GJ 3497,40.82,-8.68,11.74,38.12,dM5.2,3079,0.03,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (28.3 ly away), Ross 128 System (35.1 ly away), Wolf 359 System (38.4 ly away)"
Gliese Gl 324B,40.87,-24.62,26.24,19.39,M3.5,3594,0.071,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (0.6 ly away), Ross 128 System (31.2 ly away), Wolf 359 System (34.9 ly away)"
Hipparcos 112325,40.88,38.68,-13.11,-1.89,F8,5742,0.153,Yellow-White,0.0229,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (26.1 ly away), Tau Ceti System (33.7 ly away), Epsilon Eridani System (38.9 ly away)"
Gliese GJ 3250,40.92,22.13,33.86,6.19,k-m,3310,0.045,Orange,0.0002,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Epsilon Eridani System (31.2 ly away), Tau Ceti System (32.6 ly away), Ross 128 System (35.1 ly away)"
Gliese Gl 91,40.93,28.94,19.14,-21.72,G2V,3825,0.232,Yellow,0.0103,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (29.8 ly away), Epsilon Eridani System (32.2 ly away), Gliese 876 System (33.0 ly away)"
Gliese GJ 1029,40.97,34.55,10.17,19.55,m,3288,0.04,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (33.7 ly away), Gliese 876 System (34.1 ly away), Epsilon Eridani System (35.5 ly away)"
Gliese Gl 836.5,40.97,31.59,-21.57,14.68,DQ6,8403,0.012,White,0.0007,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (30.7 ly away), Barnard's Star System (37.8 ly away), Tau Ceti System (38.5 ly away)"
Gliese Gl 26,41.03,34.8,5.98,20.89,dM4,3749,0.171,White,0.0052,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (33.7 ly away), Tau Ceti System (34.4 ly away), Epsilon Eridani System (36.5 ly away)"
Gliese GJ 3708A,41.06,-38.55,-1.88,-14.02,G2V,3708,0.132,Yellow,0.003,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (31.1 ly away), Wolf 359 System (34.7 ly away), Proxima Centauri System (38.4 ly away)"
15Lam Aur,41.2,5.59,31.01,26.54,G0V,5853,1.325,Yellow,1.8484,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (31.2 ly away), Ross 128 System (32.6 ly away), Epsilon Eridani System (36.3 ly away)"
Gliese Gl 737B,41.21,5.72,-22.33,-34.16,K5 V,4500,0.194,Orange,0.0139,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (23.3 ly away), Gliese 876 System (36.4 ly away), Gliese 581 System (37.2 ly away)"
Gliese GJ 3112,41.29,14.36,6.92,-38.09,DA7,6674,0.015,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Tau Ceti System (35.1 ly away), Gliese 876 System (36.1 ly away), Epsilon Eridani System (37.3 ly away)"
Gliese GJ 3292,41.29,15.43,36.92,10.15,m,3100,0.082,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (32.3 ly away), Ross 128 System (33.6 ly away), Tau Ceti System (35.0 ly away)"
Gliese GJ 3357,41.29,4.29,40.69,-5.49,M4,3608,0.083,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (32.7 ly away), Ross 128 System (32.9 ly away), Tau Ceti System (36.2 ly away)"
Gliese Gl 261,41.29,-10.94,39.54,-4.64,DA,5051,0.014,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (30.5 ly away), Ross 128 System (31.6 ly away), Epsilon Eridani System (35.8 ly away)"
Gliese GJ 3780,41.29,-34.69,-13.25,-18.04,m,3100,0.108,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (26.7 ly away), Gliese 667 System (32.2 ly away), Wolf 359 System (36.6 ly away)"
Gliese GJ 4062,41.29,4.35,-31.0,26.91,m,3100,0.164,Red,0.0022,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (36.1 ly away), Gliese 581 System (37.7 ly away), Solar System (Earth/Sun) (41.3 ly away)"
Gliese GJ 4154,41.29,3.95,-4.43,-40.86,m,3100,0.206,Red,0.0035,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (31.9 ly away), Proxima Centauri System (37.7 ly away), Gliese 876 System (38.5 ly away)"
Gliese Gl 95,41.32,30.53,21.18,-18.08,G8V,5521,0.702,Yellow,0.4108,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (29.8 ly away), Epsilon Eridani System (32.0 ly away), Gliese 876 System (33.4 ly away)"
Hipparcos 55042,41.33,-21.77,4.23,-34.88,M,3809,0.127,Red,0.003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (36.4 ly away), Proxima Centauri System (37.7 ly away), Wolf 359 System (38.6 ly away)"
Gliese GJ 1248,41.34,21.15,-35.26,4.32,k-m,3649,0.113,Orange,0.002,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (32.8 ly away), Gliese 667 System (34.4 ly away), Barnard's Star System (36.5 ly away)"
